Name,Description
Introduction Session for the SAP Enterprise Support Value Map for Cloud & Hybrid,"SAP SuccessFactors Cloud and Hybrid solution addresses the growing requirements in Human Resource line of business with its best functional scope, faster innovation cycles, cheaper consumption model, easier integration capability. Value maps support you to leverage the full potential of the SAP SuccessFactors Cloud and Hybrid scenarios. Value maps also empower LOB and IT teams to improve, validate and drive the business continuity and efficient IT operation. Goals:  Understand the benefits of the value map offering.Learn about value map objectives and benefits.Learn about the pilot program. Cloud, Hybrid"
Introduction Session: SAP Enterprise Support Cloud Value Map,<p>How SAP SuccessFactors cloud solutions address growing requirements in Human Resource line of business How to use value maps to leverage the full potential of SAP SuccessFactors cloud scenarios Goals: Understand the benefits of the Cloud value map offering.Learn about the Cloud value map objectives.Empower LOB and IT teams to improve and validate the business continuity and efficient IT operation. &nbsp;</p>
Introduction and Overview of SAP Master Data Governance - MDG - CF_026,"<p>How to request an Accelerated Innovation Enablement Offering type: Live Expert Session - LES Leading edge businesses need complete and trustworthy data to support operational, analytical, and data compliance initiatives. SAP&rsquo;s Master Data Governance (MDG) solution improves processes, decision- making, and governance with a single, accurate version of the truth. SAP Master Data Governance is focused on centralized authoring and governance in SAP applications, and data distribution to diverse client systems. Offering ready-to-run governance applications with pre-built validation against SAP business logic, master data doMayns include financial data, material data, supplier data, and customer master data. SAP MDG can be used to govern the specified master data doMayns or custom built content to deliver consistent data across associated systems. *This offer is exclusive for Enterprise Customers*</p>"
Introduction to Architecture of SAP Business ByDesign,"Overview of the technology and architecture of SAP Business ByDesign Basic ideas and principles behind the Software as a Service (SaaS) solution Main differences between SaaS and an on-premise solution For more information, please check out the SAP Business ByDesign and SAP Cloud for Customer community spaces in the SAP Community Network: scn.sap.com/community Goals:  Understand the principles of cloud architecture and the basic architecture of the solution. ByD"
Introduction to Business Process Improvement,"<p>You have been live with your SAP solution for a while now and over time process changes have been made: new functions/extended modules, acquired new companies, ran harmonization projects, etc. Due to those changes certain events or objects were created in the SAP system which no longer match the business process. First and foremost, you need to understand, what is Business Process Improvement and how can Business Process Improvement help you?</p>

<p>&nbsp;</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand what Business Process Improvement is</p>
	</li>
	<li>
	<p>Learn where to find the content which can help you understand this topic</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>Functional IT Experts</p>
	</li>
	<li>
	<p>Business Process Experts</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>This Learning Program is design for Process Experts, Project Managers and Functional IT consultants</p>
	</li>
	<li>
	<p>You require business process knowledge.</p>
	</li>
	<li>
	<p>Prior knowledge on Business Process Improvement methodology is an advantage.</p>
	</li>
</ul>"
Introduction to Data Aging,"<p>Explains the the concept of data aging on a SAP HANA Platform. Shows how to configure data aging, and a real-time demonstration.</p>

<ul type="""">
	<li>Understand the concept of data aging.</li>
	<li>Understand how to configure data aging.</li>
	<li>See a real-time demonstration.</li>
</ul>"
Introduction to Data Volume Management,"<p>You have been live with your SAP solution for a while now, and your database is growing at such a rate that you need to consider and plan a Data Volume Management. You first need to understand what is Data Volume Management?</p>

<ul>
	<li>
	<p>What is the difference between Data Volume Management (DVM) and Information Lifecycle Management (ILM)?</p>
	</li>
	<li>
	<p>How does GDPR impact DVM?</p>
	</li>
	<li>
	<p>How do I start planning for a DVM Project and what are the DVM Implementation phases?</p>
	</li>
</ul>

<p>&nbsp;</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand what is Data Volume Management</p>
	</li>
	<li>
	<p>Understand&nbsp;what is Information Lifecycle Management</p>
	</li>
	<li>
	<p>Understand the impact of GDPR on your data</p>
	</li>
	<li>
	<p>Guidelines on start your DVM Project Planning and what are the DVM Implementation Phases</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<p>Customers who are planning to start DVM</p>

<ul>
	<li>
	<p>Project Manager</p>
	</li>
	<li>
	<p>IT Manager</p>
	</li>
	<li>
	<p>Application Manager</p>
	</li>
	<li>
	<p>Basis System Administrator</p>
	</li>
	<li>
	<p>Application Consultants / Analysts</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>None</p>
	</li>
</ul>"
Introduction to Eventing and Enterprise Messaging,"<p>SAP Cloud Platform Enterprise Messaging allows for the decoupling of communication between&nbsp;applications, services and extensions. Event-driven approaches extend enterprise solutions&nbsp;without interrupting business processes</p>

<p>Gain an overview on Eventing, Enterprise Messaging and Message Queuing<br />
Understand the basic concepts of Messaging and Eventing<br />
Learn about Event Driven Architectures and Use Cases</p>"
Introduction to Integration Flow Design Guidelines,"<p>Introduction to Integration Flow Design Guidelines</p>

<p>Integration developers&nbsp;need to make sure that you design integration flows in a robust fashion in order to safeguard your company&rsquo;s mission-critical business processes. The design guidelines provide you with a valuable asset to build enterprise-grade integration flows in SAP Cloud Platform Integration.</p>"
Introduction to Integration for the Intelligent Enterprise,<p>In this webinar we want to discuss Integration in the Intelligent Enterprise and introduce upcoming sessions on the Intelligent Enterprise business processes.</p>
Introduction to Near-Zero Downtime Maintenance for SAP NetWeaver for Java,"Business needs, goals, and benefits of near-Zero Downtime Maintenance (nZDM) for Java Main phases of the procedure Different approaches and their application Goals: Learn the main applications and benefits of nZDM for Java approaches.Get a deep understanding of end-to-end procedure execution.Become well-grounded in nZDM for Java approaches. nZDM Java for PO, nZDM Java for EP, nZDM Java for PM  "
Introduction to SAP Business Suite for SAP HANA Finance,Overview of the additional value of SAP S/4HANA Finance. SAP Fiori and real-time reporting. Some details about central finance: a possible SAP S/4HANA Finance deployment option.
Introduction to SAP BusinessObjects Cloud Analytics,"<p>SAP Analytics Cloud Overview SAP Analytics Cloud Demo SAP Analytics Cloud Roadmap Goals: Experience the possibilities and features available in the product boc, cloud for analytics, SAP Analytics Cloud</p>"
Introduction to SAP Cloud Platform,"<p>What the SAP Cloud Platform is and how it is different from other SAP HANA offerings The different services of SAP&#39;s platform-as-a-service offering Where you can learn more about SAP Cloud Platform Goals: Get to know SAP&#39;s platform-as-a-service offering: SAP Cloud Platform.Learn how to get started using the SAP Cloud Platform TODAY. &nbsp; paas, cloud, java, html5, javascript, hana xsjs Please note that SAP HANA Cloud Platform has been renamed to SAP Cloud Platform &nbsp;</p>"
Introduction to SAP Customer Experience solutions integration and the different integration scenarios available,"<p>In this program you will get an understanding of different integration approaches and options. Explore different SAP recommended integration options and identify what is relevant for your company. You will get an overview of SAP Cloud Platform and SAP Process Integration / Process Orchestration. After completion of this Learning Program you will be able to identify, evaluate and choose the best SAP C/4HANA integration option for your company.</p>

<p><u>Goals:</u></p>

<ul>
	<li>
	<p>Understand the different integration options available including the recommended SAP C/4HANA integration options.</p>
	</li>
	<li>
	<p>Identify the benefits of integrating your SAP C/4HANA suite.</p>
	</li>
	<li>
	<p>Learn where to find available SAP best practices for integration.</p>
	</li>
	<li>
	<p>Guide you to determine which option best suits your needs.</p>
	</li>
	<li>
	<p>Better account based targeting that is consistent with account planniing.</p>
	</li>
</ul>

<p><u>Target Audience<u>:</u></u></p>

<ul>
	<li>
	<p>IT</p>
	</li>
	<li>
	<p>Administrators</p>
	</li>
	<li>
	<p>Business Stakeholders</p>
	</li>
</ul>

<p><u>Prerequisites<u>:</u></u></p>

<ul>
	<li>
	<p>An interest in integration of at least one of SAP C/4HANA components.</p>
	</li>
</ul>"
